"order","species","specimen.no.","fL","fPW","fDW","fCr.Ca","fM.L","tbL","tbPW","tbDW","tbCr.Ca","tbM.L","tmtL","tmtD.P","tmtM.L","fCIRC","tbCIRC","fCSA","tbCSA"
"Galliformes","Leipoa ocellata","B31805",0.00540109985660659,-0.135470212489517,-1.51823682277416,-0.962813458347176,-2.10602348767628,1.58978498048035,-1.55790207916659,-0.654077976697563,-2.53680640376873,-1.1623028187635,-0.136117833064751,-1.67746684412808,-2.43452755464832,NA,NA,NA,NA
"Galliformes","Leipoa ocellata","B6721",0.0254920063308042,-0.156068707800547,-1.53036165996919,-0.987942097862119,-2.2050467776894,1.67547594921932,-1.59448618813873,-0.665168705599068,-2.40707340556269,-1.2443716268098,-0.0146203230670014,-1.61209640693511,-2.43737875505802,NA,NA,NA,NA
"Galliformes","Leipoa ocellata","B31806",0.131183974184037,-0.226335916913003,-1.51514092805712,-1.08003379914567,-2.15517828330312,1.57652596611936,-1.44493666938388,-0.781178426095768,-2.61375321672523,-1.34916246370171,0.0610221954921041,-1.80747005318425,-2.47795167556617,NA,NA,NA,NA
"Galliformes","Leipoa ocellata","B23580",-0.00168788058480266,-0.182650656204778,-1.58072831583453,-1.05717197520264,-2.24437483199778,NA,NA,NA,NA,NA,-0.0880260835335279,-1.70586739319175,-2.43604225120997,NA,NA,NA,NA
"Galliformes","Leipoa ocellata","B34172",0.160705573632602,-0.00837139702136039,-1.42096954182414,-0.758975632606093,-2.10228226473708,1.83531568313946,-1.40913508417714,-0.447388039300758,-2.41779913618231,-1.01490900674329,0.0962486485131902,-1.48491263598903,-2.22744540769109,0.406189276571289,-1.17476071757894,1.34345237255282,-0.743117306299834
"Galliformes","Leipoa ocellata","B34887.1",1.52148308630063,-0.102355589593797,-0.0336321443943176,-0.915751898305319,-0.71535062913064,1.72568355371491,-0.0109038933167613,-0.555749164273912,-1.03380436024917,-1.18145506403833,NA,NA,NA,0.258792095329804,0.198664788906379,0.981368086580562,0.511095031047355
"Galliformes","Leipoa ocellata","B9276",1.55906430091156,0.0793045981142853,0.0126845244445925,-0.741675953955545,-0.773553079181365,NA,NA,NA,NA,NA,1.44379290135428,-1.41235027866343,-0.946165821848359,NA,NA,NA,NA
"Galliformes","Leipoa ocellata","B9057",1.40668320444287,0.0215685968874132,-0.211412770734346,-0.944147018314265,-0.89836798104637,1.86525567704823,-0.236571330370501,-0.401822727488903,-1.24976586788426,-1.04212742667447,1.33918464167682,-1.50043501615701,-1.0733094305427,0.293260562097908,0.0345734783149349,0.885336317855805,0.262465330618948
"Galliformes","Leipoa ocellata","B20194",1.36353274686149,-1.190019716436,-0.186894409313633,-2.05022098165911,-0.868868289275453,0.60892541245293,-0.262732485705138,-1.66774539177565,-1.20979487624605,-2.18375237428363,1.28804856457267,-2.53857374957304,-1.1059980825644,-0.872265530641551,0.0335488703328298,-0.122494641024449,0.61147282760199
"Galliformes","Leipoa ocellata","B20161",1.40951804393116,-1.27087517333589,-0.119877160829406,-2.2347939541993,-0.893067049062888,0.483769890047162,-0.18808541085594,-1.80523129451207,-1.26344083735978,-2.37883332442223,1.34307294452301,-2.81287180497445,-1.07538860585684,NA,NA,NA,NA
"Anseriformes","Cereopsis novaehollandiae","B20407",1.45539846978388,-1.47880792166063,0.173795504189796,-2.37988923487125,-0.643177026482496,0.457753795276551,0.0454143375415888,-1.74002342092424,-0.912840593431598,-2.43815814299523,1.73468418728276,-2.69952290712964,-0.889310096021404,NA,NA,NA,NA
"Anseriformes","Cereopsis novaehollandiae","B34095",1.62243943342545,-1.48491410493198,0.266979992082565,-2.41125517265964,-0.551060462316268,0.42610878512289,0.0357063146851052,-1.79688886995281,-0.753771974813272,-2.36198412365286,1.79812804567054,-2.58753441499763,-0.823567736748814,NA,NA,NA,NA
"Anseriformes","Cereopsis novaehollandiae","B13849",1.53252123695907,-1.50117593567063,0.13854718916495,-2.35518973802328,-0.671282311475193,0.395944049215246,-0.0134032697527053,-1.88283039508508,-0.867562220519854,-2.40350831529408,1.72300610439218,-2.64918097966832,-0.916954975849431,NA,NA,NA,NA
"Anseriformes","Cereopsis novaehollandiae","B31962",1.6719769829118,-1.48606206515495,0.258167658506642,-2.38714337836558,-0.597750944924468,0.433786170808483,0.158987338417008,-1.85208544121182,-0.786151547794805,-2.46561499380708,1.85811865200899,-2.5397229659608,-0.671082218010018,NA,NA,NA,NA
"Anseriformes","Cereopsis novaehollandiae","B24792",1.48960235153098,-1.16847036852321,0.0886433170068432,-1.88693535706744,-0.720016750674946,0.741072136361231,-0.106487198079692,-1.55535909105844,-0.88614362154892,-2.09523240026466,1.66668437538027,-2.27966143939818,-0.91053507467308,NA,NA,NA,NA
"Anseriformes","Cereopsis novaehollandiae","B10905",1.2806087099879,-1.17780418493685,-0.121613177828091,-2.1262261949938,-0.952231349016639,0.672795784314137,-0.302101553540384,-1.62359733843199,-1.14939941392759,-2.15731678206383,1.47303703445163,-2.44851379662306,-1.18862012708087,NA,NA,NA,NA
"Anseriformes","Cereopsis novaehollandiae","B8862",1.42178763258325,-1.08233693744223,0.0279784749608777,-1.78345228765135,-0.764798546547909,0.808812880457148,-0.156068707800547,-1.48780204555039,-1.02430974203299,-2.03705504645027,1.56317578045096,-2.22973939027977,-1.03673226203155,NA,NA,NA,NA
"Anseriformes","Cereopsis novaehollandiae","B10727",1.24806571171715,-1.07201031706248,-0.0880312455358224,-1.82529585636096,-0.933941180648178,0.84055399025087,-0.231132089176496,-1.49712242255445,-1.08003379914567,-1.91155620064537,1.46307108988531,-2.17843514546739,-1.06886049854755,NA,NA,NA,NA
"Anseriformes","Cereopsis novaehollandiae","B8860",1.41150520141838,-1.13804049723576,-0.0332505791361174,-2.06399314002165,-0.789576661317594,0.824218789821083,-0.163870761553182,-1.52257239567746,-0.949541311010273,-2.01659090112707,1.57781865503007,-2.22138531377308,-0.949541311010273,NA,NA,NA,NA
"Anseriformes","Cereopsis novaehollandiae","B25675",1.52406486431498,-1.07687338009227,0.102052420593013,-1.91996070794313,-0.696455275624759,0.893450008816907,-0.0498281106997066,-1.42693970881065,-0.89712597108691,-1.98058532975956,1.7160254881925,-2.09058622497389,-0.934866299069757,NA,NA,NA,NA
"Anseriformes","Cereopsis novaehollandiae","B20294",1.49718125185759,0.427713422108304,0.15659246354218,-0.364373706306545,-0.679363120241089,2.30839468065102,-0.0542694029261593,0.100617381115646,-0.872266786365581,-0.548296544467474,1.6653063280552,-0.726779324954263,-0.830594089965012,NA,NA,NA,NA
"Anseriformes","Cereopsis novaehollandiae","B24946",1.60969930320793,0.296191225485893,0.179149933084001,-0.479791960653202,-0.623892918299162,2.24627674595169,0.012095848420835,-0.0327778496321649,-0.88827942814742,-0.626395434845077,1.77492020678944,-0.862784212909307,-0.753104649779168,NA,NA,NA,NA
"Anseriformes","Cereopsis novaehollandiae","B11419",1.53183100072943,0.127717863553477,0.0806991201142356,-0.707849657048237,-0.772998762118435,2.0911723222597,-0.0521489790091543,-0.242961128469272,-0.904926305160984,-0.793007465388544,1.70344521375083,-1.08812451632784,-0.944147018314265,NA,NA,NA,NA
"Anseriformes","Cereopsis novaehollandiae","40906",0.175630317103545,0.0249495867466431,-1.20454781699891,-0.937861160762405,-1.97368090453678,1.96434505478076,NA,-0.256690171249175,-2.38442306974579,-0.902769840951135,0.381196983177903,-1.24154357456063,-2.29345129154006,NA,NA,NA,NA
"Anseriformes","Cereopsis novaehollandiae","B25677",0.141811999140411,0.15675507543579,-1.2433504999458,-0.708763331064942,-2.01654038817928,2.03494705043615,-1.37365504240022,-0.159097873982687,-2.27206534899653,-0.780589065636197,0.307384020849763,-1.06120397086489,-2.27206534899653,0.480949870819728,-1.0587690551844,1.27052961184358,-0.207127209203449
"Anseriformes","Cereopsis novaehollandiae","B8858",-0.13357504733851,0.276743473442238,-1.52186741112107,-0.661526165150692,-2.28115439418556,2.13507743329296,-1.6272279267789,-0.123301567196587,-2.55469195925118,-0.670828557813006,0.0333254864606309,-0.832797885758062,-2.51072883583006,NA,NA,NA,NA
"Anseriformes","Cereopsis novaehollandiae","B31605",-0.119843380263719,0.306667740349808,-1.52157808930357,-0.414094607243111,-2.35241467263671,2.23066074348679,-1.67849885400465,-0.10660990749515,-2.57555822395092,-0.569579510083506,0.0498002613061812,-0.742598674215147,-2.51773865306209,NA,NA,NA,NA
"Anseriformes","Cereopsis novaehollandiae","B11418",-0.227407369409157,0.214855382228275,-1.53798990879335,-0.681232642328361,-2.39365601885107,2.12817005303414,-1.7456292735716,-0.156504113393379,-2.59978822433874,-0.681232642328361,-0.00831696482811332,-0.955669488030121,-2.66192000544575,NA,NA,NA,NA
"Anseriformes","Cereopsis novaehollandiae","B11392",-0.284390757817297,0.270961009966552,-1.63004747320536,-0.704234425326918,-2.46561499380708,2.20958072575919,-1.84657578540085,-0.016721062485229,-2.59623517622414,-0.649576012789054,-0.0817320941356997,-0.930190918017743,-2.66855583780377,NA,NA,NA,NA
"Anseriformes","Cereopsis novaehollandiae","B5124",0.135347770772445,0.146054224220182,-1.29252301719319,-0.874167430502205,-2.14929962153493,2.10354633754911,-1.50744573536254,-0.181020249942259,-2.26708265719132,-0.839076110690935,0.311238437236109,-1.2274467854398,-2.38642941482388,0.365930641685066,-1.08804311941059,1.04012567714083,-0.452665164070678
"Anseriformes","Cereopsis novaehollandiae","B10904",0.161970160548146,0.0811404177830697,-1.23055475032238,-0.941760049149344,-2.07646468543474,1.97826040266895,-1.43819411510062,-0.358613763803727,-2.28037687482106,-0.89098772377592,0.379716148415612,-1.14939941392759,-2.22255730393223,NA,NA,NA,NA
"Anseriformes","Cereopsis novaehollandiae","B25676",0.265530046543776,0.230215341455774,-1.07050247979523,-0.803638379864173,-1.92041814272451,2.08232322755444,-1.22269429513715,-0.156068707800547,-2.1009065184368,-0.736627669581213,0.405740117987603,-1.01203964944118,-2.15741872870014,NA,NA,NA,NA
"Anseriformes","Cereopsis novaehollandiae","B8859",0.0955083715632733,-0.179598439061313,-1.27397887124024,-1.10276205022323,-2.19026960311439,1.77734004103548,-1.47359192514425,-0.493496353643987,-2.4015786967816,-1.16195092161356,0.317198082059255,-1.34916246370171,-2.35840652491639,NA,NA,NA,NA
"Anseriformes","Cereopsis novaehollandiae","B22238",0.217992892102322,0.0452210363053778,-1.16138786123275,-0.909535976396573,-2.02589329378938,1.91557078012665,-1.3142270654622,-0.325022636839423,-2.31669549357741,-0.959797811177462,0.345310769023398,-1.17779996299125,-2.16612263509803,0.337327269971606,-1.05610608883257,0.941386069833597,-0.287396592751408
"Anseriformes","Cereopsis novaehollandiae","B8861",0.255236547074799,0.176485015375782,-1.11121151767316,-0.872734517962751,-1.95996604255683,2.12299775559124,-1.30849155839745,-0.173581313342594,-2.28225364418609,-0.802938756027209,0.459948468485459,-1.02889524871803,-2.20112809937372,NA,NA,NA,NA
"Anseriformes","Anhima cornuta","B12574",1.62404843698612,0.0268561418862091,0.182590964075319,-0.810391382647493,-0.529248349496779,2.05750751939661,0.0437545192211028,-0.315695140811386,-0.773846835812249,-0.893772991586544,1.86003360562348,-1.16706632658623,-0.577566926767587,0.419833792822509,0.416784351576113,1.32979242098773,1.13435608414313
"Dinornithiformes","Dinornis robustus","OM A50.27",3.07034775572907,1.95876964776145,2.13959260336335,NA,1.20492207255211,3.78307266472197,2.32080979781425,1.71830131278993,NA,1.21070670960539,3.15059128677913,NA,1.08692822209574,NA,NA,NA,NA
"Dinornithiformes","Dinornis novaezealandiae","AU6393.18",2.96301129156302,1.9462247395819,2.02040325137149,NA,1.04400859542763,3.73798420880995,2.20272480816545,1.73229784337261,NA,1.10139297168989,3.05240079095762,NA,0.966764328346114,NA,NA,NA,NA
"Dinornithiformes","Dinornis novaezealandiae","AIM113",2.73904210230482,0.457158523980948,1.82425626161008,NA,0.740569623158647,2.36532834505341,2.00908094862215,0.274836967186993,NA,-0.353771692235381,2.96699335518713,NA,0.622786587502264,NA,NA,NA,NA
"Dinornithiformes","Dinornis robustus","MNZ S28114",2.84233242068594,0.581052817358622,1.99598108190277,NA,1.13758432844752,2.28114509806085,2.06629758032023,0.266242077518588,NA,-0.251272534398199,2.97763780703453,NA,1.00405293582299,NA,NA,NA,NA
"Dinornithiformes","Dinornis robustus","CM8436",2.95537978933816,0.287076882861082,2.07692151313589,NA,1.03646514462485,2.07818082928625,2.20595177287962,0.0171480370164807,NA,-0.704734250780137,3.16146321790706,NA,1.07633753587223,NA,NA,NA,NA
"Dinornithiformes","Dinornis robustus","CM12589",2.94628077989879,0.0694338411841575,2.02790454153361,NA,0.986102659045771,1.90959428857938,2.14777308368102,-0.199545662402053,NA,-0.764151757339064,3.01081930103636,NA,0.853416217886813,NA,NA,NA,NA
"Dinornithiformes","Dinornis robustus","CM14549",3.03720561402712,0.26413234747025,2.10377859990998,NA,1.11385461699237,2.10397262553283,2.2091391155678,0.100197416926735,NA,-0.552484107897723,3.29094428591953,NA,1.1038378387489,NA,NA,NA,NA
